2019-09-28 11:57:14,710 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=False, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=False, textrecog_features=False)
2019-09-28 11:59:00,688 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 11:59:56,717 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:08:17,502 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:13:32,635 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:35:14,756 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:35:43,368 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:36:09,253 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-09-28 12:36:47,671 :: INFO :: Namespace(batch_sz=256, cuda=False, data_dir='/Users/anupmasharan/Desktop/Sem_3/11777_Multimodal/talkthewalk/scripts/data', exp_dir='./exp', exp_name='landmark_classification', fasttext_features=True, n_components=100, nearest_neighbor=False, num_epochs=100, pca=False, pool='sum', resnet_features=True, textrecog_features=False)
2019-10-01 11:58:33,850 :: INFO :: Baselines----------------------------------------------------------------------
2019-10-01 11:58:34,312 :: INFO :: All positive: 0.4119346386999399, 0.2807262569832402, 1.0
2019-10-01 11:58:34,352 :: INFO :: Random (0.5): 0.3280584552250745, 0.27404927746950347, 0.4972067039106145
2019-10-01 11:58:34,353 :: INFO :: --------------------------------------------------------------------------------
2019-10-01 12:03:11,988 :: INFO :: Train loss: 0.006241623945918279 | Train precision: 0.27054114770851817 | Train recall: 0.3010889293234132 | Valid loss: 0.004582212772220373 | Valid precision: 0.2703139374196215 | valid recall: 0.4245810055865922
2019-10-01 12:07:51,004 :: INFO :: Train loss: 0.004727401108164149 | Train precision: 0.2914742441245752 | Train recall: 0.4516104392971291 | Valid loss: 0.004340896382927895 | Valid precision: 0.2670051299928263 | valid recall: 0.547486033519553
2019-10-01 12:14:51,798 :: INFO :: Train loss: 0.004363027065224254 | Train precision: 0.28673652353974777 | Train recall: 0.5732023493980009 | Valid loss: 0.004362642765045166 | Valid precision: 0.304662085129814 | valid recall: 0.659217877094972
2019-10-01 12:21:17,262 :: INFO :: Train loss: 0.004210592281150142 | Train precision: 0.29839628099042753 | Train recall: 0.6327580558741274 | Valid loss: 0.004381451290100813 | Valid precision: 0.27929301105606563 | valid recall: 0.553072625698324
2019-10-01 12:25:52,333 :: INFO :: Train loss: 0.004059296768619535 | Train precision: 0.3048715900130428 | Train recall: 0.6178613438555377 | Valid loss: 0.004253127612173557 | Valid precision: 0.2843252060235087 | valid recall: 0.5363128491620112
2019-10-01 12:30:26,065 :: INFO :: Train loss: 0.0038414978561442845 | Train precision: 0.32139145941880753 | Train recall: 0.600489861873436 | Valid loss: 0.0041103544645011425 | Valid precision: 0.32404037384332085 | valid recall: 0.5810055865921788
2019-10-01 12:36:05,058 :: INFO :: Train loss: 0.0036262291718812028 | Train precision: 0.31781812474382726 | Train recall: 0.6028111600686721 | Valid loss: 0.004085561726242304 | Valid precision: 0.3049851203615284 | valid recall: 0.5754189944134078
2019-10-01 12:40:35,504 :: INFO :: Train loss: 0.0034338762604429855 | Train precision: 0.30926891595947903 | Train recall: 0.6029533160163558 | Valid loss: 0.00413288502022624 | Valid precision: 0.31583915740307344 | valid recall: 0.5307262569832403
2019-10-01 12:45:13,941 :: INFO :: Train loss: 0.0032967481829379638 | Train precision: 0.31818899335020034 | Train recall: 0.5884153117573644 | Valid loss: 0.004205154720693827 | Valid precision: 0.3345064354141126 | valid recall: 0.5083798882681564
2019-10-01 12:50:01,814 :: INFO :: Train loss: 0.0032241069495716353 | Train precision: 0.34279019006338085 | Train recall: 0.5904728837321842 | Valid loss: 0.00421413779258728 | Valid precision: 0.3408325403255912 | valid recall: 0.47486033519553067
2019-10-01 12:54:37,527 :: INFO :: Train loss: 0.003121353369014165 | Train precision: 0.33972525580269686 | Train recall: 0.5588608775584968 | Valid loss: 0.00414486788213253 | Valid precision: 0.32989209678385684 | valid recall: 0.4581005586592179
2019-10-01 12:59:12,273 :: INFO :: Train loss: 0.003000523455767441 | Train precision: 0.34469652433778486 | Train recall: 0.5608948642398173 | Valid loss: 0.004069458693265915 | Valid precision: 0.3343329001848555 | valid recall: 0.48044692737430167
2019-10-01 13:03:46,844 :: INFO :: Train loss: 0.002892196401665659 | Train precision: 0.35275689736107074 | Train recall: 0.607945290270601 | Valid loss: 0.004073191899806261 | Valid precision: 0.3269413215532151 | valid recall: 0.5027932960893855
2019-10-01 13:08:25,629 :: INFO :: Train loss: 0.0028293802206087668 | Train precision: 0.3553107531915376 | Train recall: 0.6600540783066101 | Valid loss: 0.004143279045820236 | Valid precision: 0.32761434964057135 | valid recall: 0.5418994413407822
2019-10-01 13:13:06,276 :: INFO :: Train loss: 0.0027644465456611103 | Train precision: 0.3650536678651597 | Train recall: 0.7120567038308404 | Valid loss: 0.004241696558892727 | Valid precision: 0.3207255092030369 | valid recall: 0.547486033519553
2019-10-01 13:17:47,237 :: INFO :: Train loss: 0.002704815194970861 | Train precision: 0.3754975645204094 | Train recall: 0.7394305992236214 | Valid loss: 0.004346755333244801 | Valid precision: 0.32345159927124023 | valid recall: 0.5139664804469274
